transaction_id,transaction_date,year,month,month_name,day_of_week,day_name,amount,description,merchant,transaction_type,category_name,category_type,is_essential,parent_category,account_name,account_type
1434,2025-07-26,2025,7,July     ,6,Saturday ,33.48,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1432,2025-07-25,2025,7,July     ,5,Friday   ,172.40,Purchase at Internet Provider,Internet Provider,debit,Utilities,expense,t,Housing,Primary Checking,checking
1431,2025-07-25,2025,7,July     ,5,Friday   ,52.70,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1430,2025-07-25,2025,7,July     ,5,Friday   ,19.57,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Amex Credit Card,credit_card
1429,2025-07-25,2025,7,July     ,5,Friday   ,94.58,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Chase Credit Card,credit_card
1433,2025-07-25,2025,7,July     ,5,Friday   ,26.41,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Amex Credit Card,credit_card
1428,2025-07-24,2025,7,July     ,4,Thursday ,103.07,Purchase at Internet Provider,Internet Provider,debit,Utilities,expense,t,Housing,Chase Credit Card,credit_card
1426,2025-07-24,2025,7,July     ,4,Thursday ,114.36,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1425,2025-07-24,2025,7,July     ,4,Thursday ,23.55,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1424,2025-07-24,2025,7,July     ,4,Thursday ,20.34,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Primary Checking,checking
1427,2025-07-24,2025,7,July     ,4,Thursday ,136.88,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Primary Checking,checking
1421,2025-07-23,2025,7,July     ,3,Wednesday,95.07,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Amex Credit Card,credit_card
1417,2025-07-23,2025,7,July     ,3,Wednesday,51.12,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1418,2025-07-23,2025,7,July     ,3,Wednesday,192.31,Purchase at Generic Merchant,Generic Merchant,debit,Medical,expense,t,Healthcare,Primary Checking,checking
1419,2025-07-23,2025,7,July     ,3,Wednesday,142.37,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1423,2025-07-23,2025,7,July     ,3,Wednesday,9.10,Purchase at Starbucks,Starbucks,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1422,2025-07-23,2025,7,July     ,3,Wednesday,29.42,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1420,2025-07-23,2025,7,July     ,3,Wednesday,49.78,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1414,2025-07-22,2025,7,July     ,2,Tuesday  ,41.61,Purchase at Shell,Shell,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1416,2025-07-22,2025,7,July     ,2,Tuesday  ,58.07,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1415,2025-07-22,2025,7,July     ,2,Tuesday  ,136.92,Purchase at Target,Target,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1413,2025-07-22,2025,7,July     ,2,Tuesday  ,38.40,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Amex Credit Card,credit_card
1412,2025-07-22,2025,7,July     ,2,Tuesday  ,46.56,Purchase at Target,Target,debit,Groceries,expense,t,Food,Primary Checking,checking
1411,2025-07-22,2025,7,July     ,2,Tuesday  ,57.49,Purchase at Chipotle,Chipotle,debit,Restaurants,expense,f,Food,Primary Checking,checking
1410,2025-07-22,2025,7,July     ,2,Tuesday  ,6.70,Purchase at Starbucks,Starbucks,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1406,2025-07-21,2025,7,July     ,1,Monday   ,55.42,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Chase Credit Card,credit_card
1409,2025-07-21,2025,7,July     ,1,Monday   ,82.80,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Chase Credit Card,credit_card
1408,2025-07-21,2025,7,July     ,1,Monday   ,41.80,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Primary Checking,checking
1407,2025-07-21,2025,7,July     ,1,Monday   ,46.24,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Amex Credit Card,credit_card
1404,2025-07-20,2025,7,July     ,0,Sunday   ,113.30,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1405,2025-07-20,2025,7,July     ,0,Sunday   ,24.65,Purchase at Pizza Hut,Pizza Hut,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1399,2025-07-19,2025,7,July     ,6,Saturday ,30.84,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Chase Credit Card,credit_card
1403,2025-07-19,2025,7,July     ,6,Saturday ,37.77,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1402,2025-07-19,2025,7,July     ,6,Saturday ,46.28,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1401,2025-07-19,2025,7,July     ,6,Saturday ,67.99,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Amex Credit Card,credit_card
1400,2025-07-19,2025,7,July     ,6,Saturday ,20.95,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Primary Checking,checking
1395,2025-07-18,2025,7,July     ,5,Friday   ,101.82,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1396,2025-07-18,2025,7,July     ,5,Friday   ,69.07,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1397,2025-07-18,2025,7,July     ,5,Friday   ,42.33,Purchase at Shell,Shell,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1398,2025-07-18,2025,7,July     ,5,Friday   ,4.05,Purchase at Dunkin,Dunkin,debit,Coffee Shops,expense,f,Food,Chase Credit Card,credit_card
1390,2025-07-17,2025,7,July     ,4,Thursday ,127.11,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1393,2025-07-17,2025,7,July     ,4,Thursday ,47.14,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1392,2025-07-17,2025,7,July     ,4,Thursday ,97.70,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Amex Credit Card,credit_card
1391,2025-07-17,2025,7,July     ,4,Thursday ,28.60,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Primary Checking,checking
1389,2025-07-17,2025,7,July     ,4,Thursday ,61.20,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1388,2025-07-17,2025,7,July     ,4,Thursday ,69.39,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1387,2025-07-17,2025,7,July     ,4,Thursday ,82.93,Purchase at Local Bistro,Local Bistro,debit,Restaurants,expense,f,Food,Primary Checking,checking
1394,2025-07-17,2025,7,July     ,4,Thursday ,52.28,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Primary Checking,checking
1382,2025-07-16,2025,7,July     ,3,Wednesday,8.77,Purchase at Dunkin,Dunkin,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1386,2025-07-16,2025,7,July     ,3,Wednesday,44.28,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1385,2025-07-16,2025,7,July     ,3,Wednesday,9.24,Purchase at Local Cafe,Local Cafe,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1384,2025-07-16,2025,7,July     ,3,Wednesday,87.75,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Primary Checking,checking
1383,2025-07-16,2025,7,July     ,3,Wednesday,73.16,Purchase at Chevron,Chevron,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1381,2025-07-16,2025,7,July     ,3,Wednesday,64.84,Purchase at Chevron,Chevron,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1380,2025-07-16,2025,7,July     ,3,Wednesday,22.34,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1379,2025-07-16,2025,7,July     ,3,Wednesday,93.95,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Amex Credit Card,credit_card
1374,2025-07-15,2025,7,July     ,2,Tuesday  ,6.10,Purchase at Peets Coffee,Peets Coffee,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1373,2025-07-15,2025,7,July     ,2,Tuesday  ,4.06,Purchase at Peets Coffee,Peets Coffee,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1378,2025-07-15,2025,7,July     ,2,Tuesday  ,59.59,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1377,2025-07-15,2025,7,July     ,2,Tuesday  ,32.46,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1376,2025-07-15,2025,7,July     ,2,Tuesday  ,33.70,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Chase Credit Card,credit_card
1375,2025-07-15,2025,7,July     ,2,Tuesday  ,170.86,Purchase at Safeway,Safeway,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1370,2025-07-14,2025,7,July     ,1,Monday   ,33.93,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Primary Checking,checking
1368,2025-07-14,2025,7,July     ,1,Monday   ,136.45,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1369,2025-07-14,2025,7,July     ,1,Monday   ,70.98,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1365,2025-07-14,2025,7,July     ,1,Monday   ,65.70,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Primary Checking,checking
1366,2025-07-14,2025,7,July     ,1,Monday   ,228.08,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1367,2025-07-14,2025,7,July     ,1,Monday   ,134.33,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1372,2025-07-14,2025,7,July     ,1,Monday   ,82.26,Purchase at Chipotle,Chipotle,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1371,2025-07-14,2025,7,July     ,1,Monday   ,8.39,Purchase at Starbucks,Starbucks,debit,Coffee Shops,expense,f,Food,Chase Credit Card,credit_card
1361,2025-07-13,2025,7,July     ,0,Sunday   ,116.67,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1363,2025-07-13,2025,7,July     ,0,Sunday   ,9.46,Purchase at Starbucks,Starbucks,debit,Coffee Shops,expense,f,Food,Chase Credit Card,credit_card
1362,2025-07-13,2025,7,July     ,0,Sunday   ,124.88,Purchase at Safeway,Safeway,debit,Groceries,expense,t,Food,Primary Checking,checking
1360,2025-07-13,2025,7,July     ,0,Sunday   ,6.99,Purchase at Peets Coffee,Peets Coffee,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1364,2025-07-13,2025,7,July     ,0,Sunday   ,56.82,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1359,2025-07-12,2025,7,July     ,6,Saturday ,49.67,Purchase at Chevron,Chevron,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1358,2025-07-12,2025,7,July     ,6,Saturday ,163.86,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1357,2025-07-12,2025,7,July     ,6,Saturday ,71.02,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Chase Credit Card,credit_card
1355,2025-07-11,2025,7,July     ,5,Friday   ,231.65,Purchase at Generic Merchant,Generic Merchant,debit,Medical,expense,t,Healthcare,Chase Credit Card,credit_card
1356,2025-07-11,2025,7,July     ,5,Friday   ,173.07,Purchase at Internet Provider,Internet Provider,debit,Utilities,expense,t,Housing,Chase Credit Card,credit_card
1352,2025-07-10,2025,7,July     ,4,Thursday ,55.97,Purchase at Shell,Shell,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1351,2025-07-10,2025,7,July     ,4,Thursday ,164.94,Purchase at PG&E,PG&E,debit,Utilities,expense,t,Housing,Primary Checking,checking
1350,2025-07-10,2025,7,July     ,4,Thursday ,5.38,Purchase at Local Cafe,Local Cafe,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1349,2025-07-10,2025,7,July     ,4,Thursday ,58.35,Purchase at Chipotle,Chipotle,debit,Restaurants,expense,f,Food,Primary Checking,checking
1354,2025-07-10,2025,7,July     ,4,Thursday ,42.70,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1353,2025-07-10,2025,7,July     ,4,Thursday ,4.12,Purchase at Local Cafe,Local Cafe,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1348,2025-07-09,2025,7,July     ,3,Wednesday,78.43,Purchase at Local Bistro,Local Bistro,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1346,2025-07-09,2025,7,July     ,3,Wednesday,30.77,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1345,2025-07-09,2025,7,July     ,3,Wednesday,48.35,Purchase at Chevron,Chevron,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1344,2025-07-09,2025,7,July     ,3,Wednesday,62.22,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Amex Credit Card,credit_card
1347,2025-07-09,2025,7,July     ,3,Wednesday,69.09,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1338,2025-07-08,2025,7,July     ,2,Tuesday  ,79.91,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Primary Checking,checking
1336,2025-07-08,2025,7,July     ,2,Tuesday  ,40.88,Purchase at Target,Target,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1339,2025-07-08,2025,7,July     ,2,Tuesday  ,70.49,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1337,2025-07-08,2025,7,July     ,2,Tuesday  ,67.94,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1343,2025-07-08,2025,7,July     ,2,Tuesday  ,107.45,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Amex Credit Card,credit_card
1342,2025-07-08,2025,7,July     ,2,Tuesday  ,33.40,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Chase Credit Card,credit_card
1341,2025-07-08,2025,7,July     ,2,Tuesday  ,23.42,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Amex Credit Card,credit_card
1340,2025-07-08,2025,7,July     ,2,Tuesday  ,77.06,Purchase at Pizza Hut,Pizza Hut,debit,Restaurants,expense,f,Food,Primary Checking,checking
1335,2025-07-07,2025,7,July     ,1,Monday   ,67.83,Purchase at Pizza Hut,Pizza Hut,debit,Restaurants,expense,f,Food,Primary Checking,checking
1334,2025-07-07,2025,7,July     ,1,Monday   ,77.96,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1331,2025-07-06,2025,7,July     ,0,Sunday   ,51.08,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Chase Credit Card,credit_card
1332,2025-07-06,2025,7,July     ,0,Sunday   ,26.54,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Chase Credit Card,credit_card
1333,2025-07-06,2025,7,July     ,0,Sunday   ,99.03,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Chase Credit Card,credit_card
1330,2025-07-06,2025,7,July     ,0,Sunday   ,121.52,Purchase at Generic Merchant,Generic Merchant,debit,Medical,expense,t,Healthcare,Chase Credit Card,credit_card
1326,2025-07-05,2025,7,July     ,6,Saturday ,34.72,Purchase at Local Bistro,Local Bistro,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1324,2025-07-05,2025,7,July     ,6,Saturday ,43.57,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1328,2025-07-05,2025,7,July     ,6,Saturday ,7.60,Purchase at Local Cafe,Local Cafe,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1325,2025-07-05,2025,7,July     ,6,Saturday ,36.48,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1327,2025-07-05,2025,7,July     ,6,Saturday ,164.75,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Amex Credit Card,credit_card
1329,2025-07-05,2025,7,July     ,6,Saturday ,146.00,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1320,2025-07-04,2025,7,July     ,5,Friday   ,5.52,Purchase at Peets Coffee,Peets Coffee,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1323,2025-07-04,2025,7,July     ,5,Friday   ,72.99,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1322,2025-07-04,2025,7,July     ,5,Friday   ,223.27,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Amex Credit Card,credit_card
1321,2025-07-04,2025,7,July     ,5,Friday   ,51.60,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1314,2025-07-03,2025,7,July     ,4,Thursday ,8.72,Purchase at Dunkin,Dunkin,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1318,2025-07-03,2025,7,July     ,4,Thursday ,44.83,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1317,2025-07-03,2025,7,July     ,4,Thursday ,46.71,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1316,2025-07-03,2025,7,July     ,4,Thursday ,55.78,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1315,2025-07-03,2025,7,July     ,4,Thursday ,78.36,Purchase at Generic Merchant,Generic Merchant,debit,Car Maintenance,expense,f,Transportation,Chase Credit Card,credit_card
1319,2025-07-03,2025,7,July     ,4,Thursday ,95.36,Purchase at PG&E,PG&E,debit,Utilities,expense,t,Housing,Chase Credit Card,credit_card
1312,2025-07-02,2025,7,July     ,3,Wednesday,10.70,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Chase Credit Card,credit_card
1311,2025-07-02,2025,7,July     ,3,Wednesday,164.55,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1310,2025-07-02,2025,7,July     ,3,Wednesday,95.43,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Amex Credit Card,credit_card
1313,2025-07-02,2025,7,July     ,3,Wednesday,57.88,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1307,2025-07-01,2025,7,July     ,2,Tuesday  ,48.50,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
9,2025-07-01,2025,7,July     ,2,Tuesday  ,5137.50,Monthly Salary Deposit,Employer Inc,credit,Salary,income,f,Salary,Primary Checking,checking
1308,2025-07-01,2025,7,July     ,2,Tuesday  ,51.31,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Amex Credit Card,credit_card
1306,2025-07-01,2025,7,July     ,2,Tuesday  ,176.34,Purchase at Safeway,Safeway,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1309,2025-07-01,2025,7,July     ,2,Tuesday  ,184.45,Purchase at Generic Merchant,Generic Merchant,debit,Medical,expense,t,Healthcare,Amex Credit Card,credit_card
1304,2025-06-30,2025,6,June     ,1,Monday   ,13.30,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1305,2025-06-30,2025,6,June     ,1,Monday   ,9.95,Purchase at Peets Coffee,Peets Coffee,debit,Coffee Shops,expense,f,Food,Amex Credit Card,credit_card
1303,2025-06-29,2025,6,June     ,0,Sunday   ,95.35,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Chase Credit Card,credit_card
1300,2025-06-29,2025,6,June     ,0,Sunday   ,12.18,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Amex Credit Card,credit_card
1301,2025-06-29,2025,6,June     ,0,Sunday   ,66.68,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Primary Checking,checking
1302,2025-06-29,2025,6,June     ,0,Sunday   ,61.56,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Amex Credit Card,credit_card
1299,2025-06-28,2025,6,June     ,6,Saturday ,79.69,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Amex Credit Card,credit_card
1298,2025-06-28,2025,6,June     ,6,Saturday ,27.63,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Primary Checking,checking
1297,2025-06-28,2025,6,June     ,6,Saturday ,59.95,Purchase at Trader Joes,Trader Joes,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1296,2025-06-28,2025,6,June     ,6,Saturday ,149.45,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Chase Credit Card,credit_card
1291,2025-06-27,2025,6,June     ,5,Friday   ,25.29,Purchase at Generic Merchant,Generic Merchant,debit,Home Maintenance,expense,f,Housing,Primary Checking,checking
1295,2025-06-27,2025,6,June     ,5,Friday   ,5.06,Purchase at Local Cafe,Local Cafe,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1294,2025-06-27,2025,6,June     ,5,Friday   ,94.91,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1293,2025-06-27,2025,6,June     ,5,Friday   ,97.29,Purchase at Costco,Costco,debit,Groceries,expense,t,Food,Chase Credit Card,credit_card
1292,2025-06-27,2025,6,June     ,5,Friday   ,140.73,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Chase Credit Card,credit_card
1288,2025-06-26,2025,6,June     ,4,Thursday ,150.62,Purchase at Target,Target,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1286,2025-06-26,2025,6,June     ,4,Thursday ,136.64,Purchase at Target,Target,debit,Groceries,expense,t,Food,Primary Checking,checking
1287,2025-06-26,2025,6,June     ,4,Thursday ,109.87,Purchase at Safeway,Safeway,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1285,2025-06-26,2025,6,June     ,4,Thursday ,52.08,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1284,2025-06-26,2025,6,June     ,4,Thursday ,158.70,Purchase at Target,Target,debit,Groceries,expense,t,Food,Primary Checking,checking
1290,2025-06-26,2025,6,June     ,4,Thursday ,41.17,Purchase at Shell,Shell,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1289,2025-06-26,2025,6,June     ,4,Thursday ,8.90,Purchase at Starbucks,Starbucks,debit,Coffee Shops,expense,f,Food,Chase Credit Card,credit_card
1277,2025-06-25,2025,6,June     ,3,Wednesday,69.72,Purchase at 76 Station,76 Station,debit,Gas/Fuel,expense,t,Transportation,Primary Checking,checking
1276,2025-06-25,2025,6,June     ,3,Wednesday,62.02,Purchase at Chevron,Chevron,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1281,2025-06-25,2025,6,June     ,3,Wednesday,146.14,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Primary Checking,checking
1280,2025-06-25,2025,6,June     ,3,Wednesday,106.74,Purchase at Water District,Water District,debit,Utilities,expense,t,Housing,Primary Checking,checking
1279,2025-06-25,2025,6,June     ,3,Wednesday,18.48,Purchase at Generic Merchant,Generic Merchant,debit,Entertainment,expense,f,Entertainment,Chase Credit Card,credit_card
1278,2025-06-25,2025,6,June     ,3,Wednesday,222.76,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1283,2025-06-25,2025,6,June     ,3,Wednesday,31.34,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Primary Checking,checking
1282,2025-06-25,2025,6,June     ,3,Wednesday,73.16,Purchase at Generic Merchant,Generic Merchant,debit,Car Maintenance,expense,f,Transportation,Amex Credit Card,credit_card
1275,2025-06-24,2025,6,June     ,2,Tuesday  ,22.57,Purchase at Generic Merchant,Generic Merchant,debit,Car Maintenance,expense,f,Transportation,Primary Checking,checking
1273,2025-06-24,2025,6,June     ,2,Tuesday  ,69.96,Purchase at Chipotle,Chipotle,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1272,2025-06-24,2025,6,June     ,2,Tuesday  ,41.21,Purchase at Pizza Hut,Pizza Hut,debit,Restaurants,expense,f,Food,Primary Checking,checking
1274,2025-06-24,2025,6,June     ,2,Tuesday  ,68.61,Purchase at Sushi Palace,Sushi Palace,debit,Restaurants,expense,f,Food,Amex Credit Card,credit_card
1270,2025-06-23,2025,6,June     ,1,Monday   ,64.06,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1271,2025-06-23,2025,6,June     ,1,Monday   ,216.41,Purchase at Generic Merchant,Generic Merchant,debit,Shopping,expense,f,Shopping,Primary Checking,checking
1269,2025-06-23,2025,6,June     ,1,Monday   ,5.25,Purchase at Dunkin,Dunkin,debit,Coffee Shops,expense,f,Food,Primary Checking,checking
1268,2025-06-22,2025,6,June     ,0,Sunday   ,127.72,Purchase at Whole Foods,Whole Foods,debit,Groceries,expense,t,Food,Amex Credit Card,credit_card
1267,2025-06-22,2025,6,June     ,0,Sunday   ,48.03,Purchase at Olive Garden,Olive Garden,debit,Restaurants,expense,f,Food,Chase Credit Card,credit_card
1260,2025-06-21,2025,6,June     ,6,Saturday ,78.48,Purchase at Generic Merchant,Generic Merchant,debit,Personal Care,expense,f,Personal,Primary Checking,checking
1266,2025-06-21,2025,6,June     ,6,Saturday ,64.13,Purchase at Shell,Shell,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
1265,2025-06-21,2025,6,June     ,6,Saturday ,44.38,Purchase at Arco,Arco,debit,Gas/Fuel,expense,t,Transportation,Chase Credit Card,credit_card
